iadr,id_t,id_txi,id_txo_in,id_txo_out,input_val,oadr,output_val,,,,,,,,,,,,,,,,,,,,
18MJVg1TL9tWuH2JuepmNbpjZxbUqmmx22,113001531,449168173,876334579,876895112,0.0201,1edpQD7tKTbXLjsomQ8eZycVEswArJbcc,0.669,,,,,,,,,,,,,,,,,,,,
18MJVg1TL9tWuH2JuepmNbpjZxbUqmmx22,113001531,449168173,876334579,876895111,0.0201,1CHUy4SVtGK3QWrBFi4hqsA7hEa3wWa49N,0.5,,,,,,,,,,,,,,,,,,,,
18MJVg1TL9tWuH2JuepmNbpjZxbUqmmx22,113001531,449168173,876334579,876895110,0.0201,13tuQ5UG6L8PhCjqco1WAioK2BkbfAXFfb,0.290559,,,,,,,,,,,,,,,,,,,,
18MJVg1TL9tWuH2JuepmNbpjZxbUqmmx22,113001531,449168173,876334579,876895109,0.0201,13gghLhq3woepLERUZPDyUhbHggPHEmnxS,0.0200137,,,,,,,,,,,,,,,,,,,,
18MJVg1TL9tWuH2JuepmNbpjZxbUqmmx22,113001531,449168173,876334579,876895108,0.0201,1BSehRJz7GAcpKbu3NMeZSTWP8bCUjM81D,1.47272,,,,,,,,,,,,,,,,,,,,
18MJVg1TL9tWuH2JuepmNbpjZxbUqmmx22,113001531,449168173,876334579,876895107,0.0201,18Ry3g81wEFAkRV5huqjUqko1UZAGdHUV4,0.831,,,,,,,,,,,,,,,,,,,,
18MJVg1TL9tWuH2JuepmNbpjZxbUqmmx22,113001531,449168173,876334579,876895106,0.0201,1Ca1Yo3WrVJzJgBvhuUhhzS11dHg6PuJGJ,0.02,,,,,,,,,,,,,,,,,,,,
18MJVg1TL9tWuH2JuepmNbpjZxbUqmmx22,113001531,449168173,876334579,876895105,0.0201,1JexBMPPjAcuLgE3wBvr3A9wuwEkhujJtN,1,,,,,,,,,,,,,,,,,,,,
18MJVg1TL9tWuH2JuepmNbpjZxbUqmmx22,113001531,449168173,876334579,876895104,0.0201,13Gq28Sp42PHU29Vx8kVGAy5LXGMh9rWxC,0.02,,,,,,,,,,,,,,,,,,,,
18MJVg1TL9tWuH2JuepmNbpjZxbUqmmx22,113001531,449168173,876334579,876895103,0.0201,16KQLbupRc5B8kiQ5Z5oGYb7H3XNfew679,0.2,,,,,,,,,,,,,,,,,,,,
18MJVg1TL9tWuH2JuepmNbpjZxbUqmmx22,113001531,449168173,876334579,876895102,0.0201,15M9r6FxgpXz3kD5bfZQUETtMPp8Conbv2,0.02,,,,,,,,,,,,,,,,,,,,
18MJVg1TL9tWuH2JuepmNbpjZxbUqmmx22,113001531,449168173,876334579,876895101,0.0201,1Kv5cpexbq9VJoPDEPyvryMd49qiHtsi3c,1.3,,,,,,,,,,,,,,,,,,,,
18MJVg1TL9tWuH2JuepmNbpjZxbUqmmx22,113001531,449168173,876334579,876895100,0.0201,1JX9YJwW4M5UeJ7MEZEiDLeEPHjYULaaD,0.00714914,,,,,,,,,,,,,,,,,,,,
18MJVg1TL9tWuH2JuepmNbpjZxbUqmmx22,113001531,449168173,876334579,876895099,0.0201,1HLbtR4n9PkxBnEA7pSapchVWwa31BgGBn,1.49222,,,,,,,,,,,,,,,,,,,,
18MJVg1TL9tWuH2JuepmNbpjZxbUqmmx22,113001531,449168173,876334579,876895098,0.0201,1Lpkzq2F7eT7REkvzBmU8HanV6t99vKArd,1.48,,,,,,,,,,,,,,,,,,,,
18MJVg1TL9tWuH2JuepmNbpjZxbUqmmx22,113001531,449168173,876334579,876895097,0.0201,13NXF5SLRe3hYJBsF4Cij2ZZyZZkVFePkm,1.50001,,,,,,,,,,,,,,,,,,,,
18MJVg1TL9tWuH2JuepmNbpjZxbUqmmx22,113001531,449168173,876334579,876895096,0.0201,1CrnzferGrVDqk41s5VTXzQ6ZfA8jBh2UB,0.02,,,,,,,,,,,,,,,,,,,,
1Mfh6QBSka8sLWv233UMuXrPXr2XKvxVYe,113001531,449168172,876876960,876895116,0.345567,17oiULLxhRqG3RNCf1yXFLHTLB6U7D9Mku,0.012217,,,,,,,,,,,,,,,,,,,,
1Mfh6QBSka8sLWv233UMuXrPXr2XKvxVYe,113001531,449168172,876876960,876895115,0.345567,15V2sLt6Aakn8gScPt4euPE8KhjHp6jznN,0.00727983,,,,,,,,,,,,,,,,,,,,
1Mfh6QBSka8sLWv233UMuXrPXr2XKvxVYe,113001531,449168172,876876960,876895114,0.345567,16W23eKEdTCFhxien711dnqebKcYvUeCsH,0.00713256,,,,,,,,,,,,,,,,,,,,
1Mfh6QBSka8sLWv233UMuXrPXr2XKvxVYe,113001531,449168172,876876960,876895113,0.345567,15NFjgGUD4cNUJpfmVK28dB7XeWUd88xSo,1.47287,,,,,,,,,,,,,,,,,,,,
1Mfh6QBSka8sLWv233UMuXrPXr2XKvxVYe,113001531,449168172,876876960,876895112,0.345567,1edpQD7tKTbXLjsomQ8eZycVEswArJbcc,0.669,,,,,,,,,,,,,,,,,,,,
1Mfh6QBSka8sLWv233UMuXrPXr2XKvxVYe,113001531,449168172,876876960,876895111,0.345567,1CHUy4SVtGK3QWrBFi4hqsA7hEa3wWa49N,0.5,,,,,,,,,,,,,,,,,,,,
1Mfh6QBSka8sLWv233UMuXrPXr2XKvxVYe,113001531,449168172,876876960,876895110,0.345567,13tuQ5UG6L8PhCjqco1WAioK2BkbfAXFfb,0.290559,,,,,,,,,,,,,,,,,,,,
1Mfh6QBSka8sLWv233UMuXrPXr2XKvxVYe,113001531,449168172,876876960,876895109,0.345567,13gghLhq3woepLERUZPDyUhbHggPHEmnxS,0.0200137,,,,,,,,,,,,,,,,,,,,
1Mfh6QBSka8sLWv233UMuXrPXr2XKvxVYe,113001531,449168172,876876960,876895108,0.345567,1BSehRJz7GAcpKbu3NMeZSTWP8bCUjM81D,1.47272,,,,,,,,,,,,,,,,,,,,
1Mfh6QBSka8sLWv233UMuXrPXr2XKvxVYe,113001531,449168172,876876960,876895107,0.345567,18Ry3g81wEFAkRV5huqjUqko1UZAGdHUV4,0.831,,,,,,,,,,,,,,,,,,,,
1Mfh6QBSka8sLWv233UMuXrPXr2XKvxVYe,113001531,449168172,876876960,876895106,0.345567,1Ca1Yo3WrVJzJgBvhuUhhzS11dHg6PuJGJ,0.02,,,,,,,,,,,,,,,,,,,,
1Mfh6QBSka8sLWv233UMuXrPXr2XKvxVYe,113001531,449168172,876876960,876895105,0.345567,1JexBMPPjAcuLgE3wBvr3A9wuwEkhujJtN,1,,,,,,,,,,,,,,,,,,,,
1Mfh6QBSka8sLWv233UMuXrPXr2XKvxVYe,113001531,449168172,876876960,876895104,0.345567,13Gq28Sp42PHU29Vx8kVGAy5LXGMh9rWxC,0.02,,,,,,,,,,,,,,,,,,,,
1Mfh6QBSka8sLWv233UMuXrPXr2XKvxVYe,113001531,449168172,876876960,876895103,0.345567,16KQLbupRc5B8kiQ5Z5oGYb7H3XNfew679,0.2,,,,,,,,,,,,,,,,,,,,
1Mfh6QBSka8sLWv233UMuXrPXr2XKvxVYe,113001531,449168172,876876960,876895102,0.345567,15M9r6FxgpXz3kD5bfZQUETtMPp8Conbv2,0.02,,,,,,,,,,,,,,,,,,,,
1Mfh6QBSka8sLWv233UMuXrPXr2XKvxVYe,113001531,449168172,876876960,876895101,0.345567,1Kv5cpexbq9VJoPDEPyvryMd49qiHtsi3c,1.3,,,,,,,,,,,,,,,,,,,,
1Mfh6QBSka8sLWv233UMuXrPXr2XKvxVYe,113001531,449168172,876876960,876895100,0.345567,1JX9YJwW4M5UeJ7MEZEiDLeEPHjYULaaD,0.00714914,,,,,,,,,,,,,,,,,,,,
1Mfh6QBSka8sLWv233UMuXrPXr2XKvxVYe,113001531,449168172,876876960,876895099,0.345567,1HLbtR4n9PkxBnEA7pSapchVWwa31BgGBn,1.49222,,,,,,,,,,,,,,,,,,,,
1Mfh6QBSka8sLWv233UMuXrPXr2XKvxVYe,113001531,449168172,876876960,876895098,0.345567,1Lpkzq2F7eT7REkvzBmU8HanV6t99vKArd,1.48,,,,,,,,,,,,,,,,,,,,
1Mfh6QBSka8sLWv233UMuXrPXr2XKvxVYe,113001531,449168172,876876960,876895097,0.345567,13NXF5SLRe3hYJBsF4Cij2ZZyZZkVFePkm,1.50001,,,,,,,,,,,,,,,,,,,,
1Mfh6QBSka8sLWv233UMuXrPXr2XKvxVYe,113001531,449168172,876876960,876895096,0.345567,1CrnzferGrVDqk41s5VTXzQ6ZfA8jBh2UB,0.02,,,,,,,,,,,,,,,,,,,,
17dSWpnVcfEGoGYGw4vhFk4Spq4raSX8uz,113001531,449168171,876895042,876895116,1.10738,17oiULLxhRqG3RNCf1yXFLHTLB6U7D9Mku,0.012217,,,,,,,,,,,,,,,,,,,,
17dSWpnVcfEGoGYGw4vhFk4Spq4raSX8uz,113001531,449168171,876895042,876895115,1.10738,15V2sLt6Aakn8gScPt4euPE8KhjHp6jznN,0.00727983,,,,,,,,,,,,,,,,,,,,
17dSWpnVcfEGoGYGw4vhFk4Spq4raSX8uz,113001531,449168171,876895042,876895114,1.10738,16W23eKEdTCFhxien711dnqebKcYvUeCsH,0.00713256,,,,,,,,,,,,,,,,,,,,
17dSWpnVcfEGoGYGw4vhFk4Spq4raSX8uz,113001531,449168171,876895042,876895113,1.10738,15NFjgGUD4cNUJpfmVK28dB7XeWUd88xSo,1.47287,,,,,,,,,,,,,,,,,,,,
17dSWpnVcfEGoGYGw4vhFk4Spq4raSX8uz,113001531,449168171,876895042,876895112,1.10738,1edpQD7tKTbXLjsomQ8eZycVEswArJbcc,0.669,,,,,,,,,,,,,,,,,,,,
17dSWpnVcfEGoGYGw4vhFk4Spq4raSX8uz,113001531,449168171,876895042,876895111,1.10738,1CHUy4SVtGK3QWrBFi4hqsA7hEa3wWa49N,0.5,,,,,,,,,,,,,,,,,,,,
17dSWpnVcfEGoGYGw4vhFk4Spq4raSX8uz,113001531,449168171,876895042,876895110,1.10738,13tuQ5UG6L8PhCjqco1WAioK2BkbfAXFfb,0.290559,,,,,,,,,,,,,,,,,,,,
17dSWpnVcfEGoGYGw4vhFk4Spq4raSX8uz,113001531,449168171,876895042,876895109,1.10738,13gghLhq3woepLERUZPDyUhbHggPHEmnxS,0.0200137,,,,,,,,,,,,,,,,,,,,
17dSWpnVcfEGoGYGw4vhFk4Spq4raSX8uz,113001531,449168171,876895042,876895108,1.10738,1BSehRJz7GAcpKbu3NMeZSTWP8bCUjM81D,1.47272,,,,,,,,,,,,,,,,,,,,
17dSWpnVcfEGoGYGw4vhFk4Spq4raSX8uz,113001531,449168171,876895042,876895107,1.10738,18Ry3g81wEFAkRV5huqjUqko1UZAGdHUV4,0.831,,,,,,,,,,,,,,,,,,,,
17dSWpnVcfEGoGYGw4vhFk4Spq4raSX8uz,113001531,449168171,876895042,876895106,1.10738,1Ca1Yo3WrVJzJgBvhuUhhzS11dHg6PuJGJ,0.02,,,,,,,,,,,,,,,,,,,,
17dSWpnVcfEGoGYGw4vhFk4Spq4raSX8uz,113001531,449168171,876895042,876895105,1.10738,1JexBMPPjAcuLgE3wBvr3A9wuwEkhujJtN,1,,,,,,,,,,,,,,,,,,,,
17dSWpnVcfEGoGYGw4vhFk4Spq4raSX8uz,113001531,449168171,876895042,876895104,1.10738,13Gq28Sp42PHU29Vx8kVGAy5LXGMh9rWxC,0.02,,,,,,,,,,,,,,,,,,,,
17dSWpnVcfEGoGYGw4vhFk4Spq4raSX8uz,113001531,449168171,876895042,876895103,1.10738,16KQLbupRc5B8kiQ5Z5oGYb7H3XNfew679,0.2,,,,,,,,,,,,,,,,,,,,
17dSWpnVcfEGoGYGw4vhFk4Spq4raSX8uz,113001531,449168171,876895042,876895102,1.10738,15M9r6FxgpXz3kD5bfZQUETtMPp8Conbv2,0.02,,,,,,,,,,,,,,,,,,,,
17dSWpnVcfEGoGYGw4vhFk4Spq4raSX8uz,113001531,449168171,876895042,876895101,1.10738,1Kv5cpexbq9VJoPDEPyvryMd49qiHtsi3c,1.3,,,,,,,,,,,,,,,,,,,,
17dSWpnVcfEGoGYGw4vhFk4Spq4raSX8uz,113001531,449168171,876895042,876895100,1.10738,1JX9YJwW4M5UeJ7MEZEiDLeEPHjYULaaD,0.00714914,,,,,,,,,,,,,,,,,,,,
17dSWpnVcfEGoGYGw4vhFk4Spq4raSX8uz,113001531,449168171,876895042,876895099,1.10738,1HLbtR4n9PkxBnEA7pSapchVWwa31BgGBn,1.49222,,,,,,,,,,,,,,,,,,,,
17dSWpnVcfEGoGYGw4vhFk4Spq4raSX8uz,113001531,449168171,876895042,876895098,1.10738,1Lpkzq2F7eT7REkvzBmU8HanV6t99vKArd,1.48,,,,,,,,,,,,,,,,,,,,
17dSWpnVcfEGoGYGw4vhFk4Spq4raSX8uz,113001531,449168171,876895042,876895097,1.10738,13NXF5SLRe3hYJBsF4Cij2ZZyZZkVFePkm,1.50001,,,,,,,,,,,,,,,,,,,,
17dSWpnVcfEGoGYGw4vhFk4Spq4raSX8uz,113001531,449168171,876895042,876895096,1.10738,1CrnzferGrVDqk41s5VTXzQ6ZfA8jBh2UB,0.02,,,,,,,,,,,,,,,,,,,,
15fr7RhRZZvDhNnKmAwrWm4CvedokVPipJ,113001531,449168170,876895035,876895116,0.5261,17oiULLxhRqG3RNCf1yXFLHTLB6U7D9Mku,0.012217,,,,,,,,,,,,,,,,,,,,
15fr7RhRZZvDhNnKmAwrWm4CvedokVPipJ,113001531,449168170,876895035,876895115,0.5261,15V2sLt6Aakn8gScPt4euPE8KhjHp6jznN,0.00727983,,,,,,,,,,,,,,,,,,,,
15fr7RhRZZvDhNnKmAwrWm4CvedokVPipJ,113001531,449168170,876895035,876895114,0.5261,16W23eKEdTCFhxien711dnqebKcYvUeCsH,0.00713256,,,,,,,,,,,,,,,,,,,,
15fr7RhRZZvDhNnKmAwrWm4CvedokVPipJ,113001531,449168170,876895035,876895113,0.5261,15NFjgGUD4cNUJpfmVK28dB7XeWUd88xSo,1.47287,,,,,,,,,,,,,,,,,,,,
15fr7RhRZZvDhNnKmAwrWm4CvedokVPipJ,113001531,449168170,876895035,876895112,0.5261,1edpQD7tKTbXLjsomQ8eZycVEswArJbcc,0.669,,,,,,,,,,,,,,,,,,,,
15fr7RhRZZvDhNnKmAwrWm4CvedokVPipJ,113001531,449168170,876895035,876895111,0.5261,1CHUy4SVtGK3QWrBFi4hqsA7hEa3wWa49N,0.5,,,,,,,,,,,,,,,,,,,,
15fr7RhRZZvDhNnKmAwrWm4CvedokVPipJ,113001531,449168170,876895035,876895110,0.5261,13tuQ5UG6L8PhCjqco1WAioK2BkbfAXFfb,0.290559,,,,,,,,,,,,,,,,,,,,
15fr7RhRZZvDhNnKmAwrWm4CvedokVPipJ,113001531,449168170,876895035,876895109,0.5261,13gghLhq3woepLERUZPDyUhbHggPHEmnxS,0.0200137,,,,,,,,,,,,,,,,,,,,
15fr7RhRZZvDhNnKmAwrWm4CvedokVPipJ,113001531,449168170,876895035,876895108,0.5261,1BSehRJz7GAcpKbu3NMeZSTWP8bCUjM81D,1.47272,,,,,,,,,,,,,,,,,,,,
15fr7RhRZZvDhNnKmAwrWm4CvedokVPipJ,113001531,449168170,876895035,876895107,0.5261,18Ry3g81wEFAkRV5huqjUqko1UZAGdHUV4,0.831,,,,,,,,,,,,,,,,,,,,
15fr7RhRZZvDhNnKmAwrWm4CvedokVPipJ,113001531,449168170,876895035,876895106,0.5261,1Ca1Yo3WrVJzJgBvhuUhhzS11dHg6PuJGJ,0.02,,,,,,,,,,,,,,,,,,,,
15fr7RhRZZvDhNnKmAwrWm4CvedokVPipJ,113001531,449168170,876895035,876895105,0.5261,1JexBMPPjAcuLgE3wBvr3A9wuwEkhujJtN,1,,,,,,,,,,,,,,,,,,,,
15fr7RhRZZvDhNnKmAwrWm4CvedokVPipJ,113001531,449168170,876895035,876895104,0.5261,13Gq28Sp42PHU29Vx8kVGAy5LXGMh9rWxC,0.02,,,,,,,,,,,,,,,,,,,,
15fr7RhRZZvDhNnKmAwrWm4CvedokVPipJ,113001531,449168170,876895035,876895103,0.5261,16KQLbupRc5B8kiQ5Z5oGYb7H3XNfew679,0.2,,,,,,,,,,,,,,,,,,,,
15fr7RhRZZvDhNnKmAwrWm4CvedokVPipJ,113001531,449168170,876895035,876895102,0.5261,15M9r6FxgpXz3kD5bfZQUETtMPp8Conbv2,0.02,,,,,,,,,,,,,,,,,,,,
15fr7RhRZZvDhNnKmAwrWm4CvedokVPipJ,113001531,449168170,876895035,876895101,0.5261,1Kv5cpexbq9VJoPDEPyvryMd49qiHtsi3c,1.3,,,,,,,,,,,,,,,,,,,,
15fr7RhRZZvDhNnKmAwrWm4CvedokVPipJ,113001531,449168170,876895035,876895100,0.5261,1JX9YJwW4M5UeJ7MEZEiDLeEPHjYULaaD,0.00714914,,,,,,,,,,,,,,,,,,,,
15fr7RhRZZvDhNnKmAwrWm4CvedokVPipJ,113001531,449168170,876895035,876895099,0.5261,1HLbtR4n9PkxBnEA7pSapchVWwa31BgGBn,1.49222,,,,,,,,,,,,,,,,,,,,
15fr7RhRZZvDhNnKmAwrWm4CvedokVPipJ,113001531,449168170,876895035,876895098,0.5261,1Lpkzq2F7eT7REkvzBmU8HanV6t99vKArd,1.48,,,,,,,,,,,,,,,,,,,,
15fr7RhRZZvDhNnKmAwrWm4CvedokVPipJ,113001531,449168170,876895035,876895097,0.5261,13NXF5SLRe3hYJBsF4Cij2ZZyZZkVFePkm,1.50001,,,,,,,,,,,,,,,,,,,,
15fr7RhRZZvDhNnKmAwrWm4CvedokVPipJ,113001531,449168170,876895035,876895096,0.5261,1CrnzferGrVDqk41s5VTXzQ6ZfA8jBh2UB,0.02,,,,,,,,,,,,,,,,,,,,
1E3R1SmvEH8hDMZBCfvgqW5DqLcHi5V131,113001531,449168169,876895062,876895116,1.65325,17oiULLxhRqG3RNCf1yXFLHTLB6U7D9Mku,0.012217,,,,,,,,,,,,,,,,,,,,
1E3R1SmvEH8hDMZBCfvgqW5DqLcHi5V131,113001531,449168169,876895062,876895115,1.65325,15V2sLt6Aakn8gScPt4euPE8KhjHp6jznN,0.00727983,,,,,,,,,,,,,,,,,,,,
1E3R1SmvEH8hDMZBCfvgqW5DqLcHi5V131,113001531,449168169,876895062,876895114,1.65325,16W23eKEdTCFhxien711dnqebKcYvUeCsH,0.00713256,,,,,,,,,,,,,,,,,,,,
1E3R1SmvEH8hDMZBCfvgqW5DqLcHi5V131,113001531,449168169,876895062,876895113,1.65325,15NFjgGUD4cNUJpfmVK28dB7XeWUd88xSo,1.47287,,,,,,,,,,,,,,,,,,,,
1E3R1SmvEH8hDMZBCfvgqW5DqLcHi5V131,113001531,449168169,876895062,876895112,1.65325,1edpQD7tKTbXLjsomQ8eZycVEswArJbcc,0.669,,,,,,,,,,,,,,,,,,,,
1E3R1SmvEH8hDMZBCfvgqW5DqLcHi5V131,113001531,449168169,876895062,876895111,1.65325,1CHUy4SVtGK3QWrBFi4hqsA7hEa3wWa49N,0.5,,,,,,,,,,,,,,,,,,,,
1E3R1SmvEH8hDMZBCfvgqW5DqLcHi5V131,113001531,449168169,876895062,876895110,1.65325,13tuQ5UG6L8PhCjqco1WAioK2BkbfAXFfb,0.290559,,,,,,,,,,,,,,,,,,,,
1E3R1SmvEH8hDMZBCfvgqW5DqLcHi5V131,113001531,449168169,876895062,876895109,1.65325,13gghLhq3woepLERUZPDyUhbHggPHEmnxS,0.0200137,,,,,,,,,,,,,,,,,,,,
1E3R1SmvEH8hDMZBCfvgqW5DqLcHi5V131,113001531,449168169,876895062,876895108,1.65325,1BSehRJz7GAcpKbu3NMeZSTWP8bCUjM81D,1.47272,,,,,,,,,,,,,,,,,,,,
1E3R1SmvEH8hDMZBCfvgqW5DqLcHi5V131,113001531,449168169,876895062,876895107,1.65325,18Ry3g81wEFAkRV5huqjUqko1UZAGdHUV4,0.831,,,,,,,,,,,,,,,,,,,,
1E3R1SmvEH8hDMZBCfvgqW5DqLcHi5V131,113001531,449168169,876895062,876895106,1.65325,1Ca1Yo3WrVJzJgBvhuUhhzS11dHg6PuJGJ,0.02,,,,,,,,,,,,,,,,,,,,
1E3R1SmvEH8hDMZBCfvgqW5DqLcHi5V131,113001531,449168169,876895062,876895105,1.65325,1JexBMPPjAcuLgE3wBvr3A9wuwEkhujJtN,1,,,,,,,,,,,,,,,,,,,,
1E3R1SmvEH8hDMZBCfvgqW5DqLcHi5V131,113001531,449168169,876895062,876895104,1.65325,13Gq28Sp42PHU29Vx8kVGAy5LXGMh9rWxC,0.02,,,,,,,,,,,,,,,,,,,,
1E3R1SmvEH8hDMZBCfvgqW5DqLcHi5V131,113001531,449168169,876895062,876895103,1.65325,16KQLbupRc5B8kiQ5Z5oGYb7H3XNfew679,0.2,,,,,,,,,,,,,,,,,,,,
1E3R1SmvEH8hDMZBCfvgqW5DqLcHi5V131,113001531,449168169,876895062,876895102,1.65325,15M9r6FxgpXz3kD5bfZQUETtMPp8Conbv2,0.02,,,,,,,,,,,,,,,,,,,,
1E3R1SmvEH8hDMZBCfvgqW5DqLcHi5V131,113001531,449168169,876895062,876895101,1.65325,1Kv5cpexbq9VJoPDEPyvryMd49qiHtsi3c,1.3,,,,,,,,,,,,,,,,,,,,
1E3R1SmvEH8hDMZBCfvgqW5DqLcHi5V131,113001531,449168169,876895062,876895100,1.65325,1JX9YJwW4M5UeJ7MEZEiDLeEPHjYULaaD,0.00714914,,,,,,,,,,,,,,,,,,,,
1E3R1SmvEH8hDMZBCfvgqW5DqLcHi5V131,113001531,449168169,876895062,876895099,1.65325,1HLbtR4n9PkxBnEA7pSapchVWwa31BgGBn,1.49222,,,,,,,,,,,,,,,,,,,,
1E3R1SmvEH8hDMZBCfvgqW5DqLcHi5V131,113001531,449168169,876895062,876895098,1.65325,1Lpkzq2F7eT7REkvzBmU8HanV6t99vKArd,1.48,,,,,,,,,,,,,,,,,,,,
1E3R1SmvEH8hDMZBCfvgqW5DqLcHi5V131,113001531,449168169,876895062,876895097,1.65325,13NXF5SLRe3hYJBsF4Cij2ZZyZZkVFePkm,1.50001,,,,,,,,,,,,,,,,,,,,
1E3R1SmvEH8hDMZBCfvgqW5DqLcHi5V131,113001531,449168169,876895062,876895096,1.65325,1CrnzferGrVDqk41s5VTXzQ6ZfA8jBh2UB,0.02,,,,,,,,,,,,,,,,,,,,
1J2rB3fJaPz9cG9J7tPLmtgdLezNjBCHXi,113001531,449168168,876334366,876895116,0.1602,17oiULLxhRqG3RNCf1yXFLHTLB6U7D9Mku,0.012217,,,,,,,,,,,,,,,,,,,,
1J2rB3fJaPz9cG9J7tPLmtgdLezNjBCHXi,113001531,449168168,876334366,876895115,0.1602,15V2sLt6Aakn8gScPt4euPE8KhjHp6jznN,0.00727983,,,,,,,,,,,,,,,,,,,,
1J2rB3fJaPz9cG9J7tPLmtgdLezNjBCHXi,113001531,449168168,876334366,876895114,0.1602,16W23eKEdTCFhxien711dnqebKcYvUeCsH,0.00713256,,,,,,,,,,,,,,,,,,,,
1J2rB3fJaPz9cG9J7tPLmtgdLezNjBCHXi,113001531,449168168,876334366,876895113,0.1602,15NFjgGUD4cNUJpfmVK28dB7XeWUd88xSo,1.47287,,,,,,,,,,,,,,,,,,,,
1J2rB3fJaPz9cG9J7tPLmtgdLezNjBCHXi,113001531,449168168,876334366,876895112,0.1602,1edpQD7tKTbXLjsomQ8eZycVEswArJbcc,0.669,,,,,,,,,,,,,,,,,,,,
1J2rB3fJaPz9cG9J7tPLmtgdLezNjBCHXi,113001531,449168168,876334366,876895111,0.1602,1CHUy4SVtGK3QWrBFi4hqsA7hEa3wWa49N,0.5,,,,,,,,,,,,,,,,,,,,
1J2rB3fJaPz9cG9J7tPLmtgdLezNjBCHXi,113001531,449168168,876334366,876895110,0.1602,13tuQ5UG6L8PhCjqco1WAioK2BkbfAXFfb,0.290559,,,,,,,,,,,,,,,,,,,,
1J2rB3fJaPz9cG9J7tPLmtgdLezNjBCHXi,113001531,449168168,876334366,876895109,0.1602,13gghLhq3woepLERUZPDyUhbHggPHEmnxS,0.0200137,,,,,,,,,,,,,,,,,,,,
1J2rB3fJaPz9cG9J7tPLmtgdLezNjBCHXi,113001531,449168168,876334366,876895108,0.1602,1BSehRJz7GAcpKbu3NMeZSTWP8bCUjM81D,1.47272,,,,,,,,,,,,,,,,,,,,
1J2rB3fJaPz9cG9J7tPLmtgdLezNjBCHXi,113001531,449168168,876334366,876895107,0.1602,18Ry3g81wEFAkRV5huqjUqko1UZAGdHUV4,0.831,,,,,,,,,,,,,,,,,,,,
1J2rB3fJaPz9cG9J7tPLmtgdLezNjBCHXi,113001531,449168168,876334366,876895106,0.1602,1Ca1Yo3WrVJzJgBvhuUhhzS11dHg6PuJGJ,0.02,,,,,,,,,,,,,,,,,,,,
1J2rB3fJaPz9cG9J7tPLmtgdLezNjBCHXi,113001531,449168168,876334366,876895105,0.1602,1JexBMPPjAcuLgE3wBvr3A9wuwEkhujJtN,1,,,,,,,,,,,,,,,,,,,,
1J2rB3fJaPz9cG9J7tPLmtgdLezNjBCHXi,113001531,449168168,876334366,876895104,0.1602,13Gq28Sp42PHU29Vx8kVGAy5LXGMh9rWxC,0.02,,,,,,,,,,,,,,,,,,,,
1J2rB3fJaPz9cG9J7tPLmtgdLezNjBCHXi,113001531,449168168,876334366,876895103,0.1602,16KQLbupRc5B8kiQ5Z5oGYb7H3XNfew679,0.2,,,,,,,,,,,,,,,,,,,,
1J2rB3fJaPz9cG9J7tPLmtgdLezNjBCHXi,113001531,449168168,876334366,876895102,0.1602,15M9r6FxgpXz3kD5bfZQUETtMPp8Conbv2,0.02,,,,,,,,,,,,,,,,,,,,
1J2rB3fJaPz9cG9J7tPLmtgdLezNjBCHXi,113001531,449168168,876334366,876895101,0.1602,1Kv5cpexbq9VJoPDEPyvryMd49qiHtsi3c,1.3,,,,,,,,,,,,,,,,,,,,
1J2rB3fJaPz9cG9J7tPLmtgdLezNjBCHXi,113001531,449168168,876334366,876895100,0.1602,1JX9YJwW4M5UeJ7MEZEiDLeEPHjYULaaD,0.00714914,,,,,,,,,,,,,,,,,,,,
1J2rB3fJaPz9cG9J7tPLmtgdLezNjBCHXi,113001531,449168168,876334366,876895099,0.1602,1HLbtR4n9PkxBnEA7pSapchVWwa31BgGBn,1.49222,,,,,,,,,,,,,,,,,,,,
1J2rB3fJaPz9cG9J7tPLmtgdLezNjBCHXi,113001531,449168168,876334366,876895098,0.1602,1Lpkzq2F7eT7REkvzBmU8HanV6t99vKArd,1.48,,,,,,,,,,,,,,,,,,,,
1J2rB3fJaPz9cG9J7tPLmtgdLezNjBCHXi,113001531,449168168,876334366,876895097,0.1602,13NXF5SLRe3hYJBsF4Cij2ZZyZZkVFePkm,1.50001,,,,,,,,,,,,,,,,,,,,
1J2rB3fJaPz9cG9J7tPLmtgdLezNjBCHXi,113001531,449168168,876334366,876895096,0.1602,1CrnzferGrVDqk41s5VTXzQ6ZfA8jBh2UB,0.02,,,,,,,,,,,,,,,,,,,,
15ZGoHSJQFcnepd1APyJ8heA261BBczGYK,113001531,449168167,876876666,876895116,0.5705,17oiULLxhRqG3RNCf1yXFLHTLB6U7D9Mku,0.012217,,,,,,,,,,,,,,,,,,,,
15ZGoHSJQFcnepd1APyJ8heA261BBczGYK,113001531,449168167,876876666,876895115,0.5705,15V2sLt6Aakn8gScPt4euPE8KhjHp6jznN,0.00727983,,,,,,,,,,,,,,,,,,,,
15ZGoHSJQFcnepd1APyJ8heA261BBczGYK,113001531,449168167,876876666,876895114,0.5705,16W23eKEdTCFhxien711dnqebKcYvUeCsH,0.00713256,,,,,,,,,,,,,,,,,,,,
