user,unique_sent_user,unique_sent,max_sent,min_sent,unique_sent_adr,unique_sent_tx,total_sent,unique_rec,unique_rec_tx,unique_rec_user,unique_rec_adr,max_rec,min_rec,total_rec,num_tx,is_miner,category
1289,2.0,2.0,0.0945515,0.00096552,2.0,1.0,0.09551702,4.0,2.0,2.0,4.0,0.0945515,0.00076552,0.09531702,3.0,0,unknown
1290,3.0,3.0,0.106591,0.00036544,3.0,1.0,0.10695644000000001,2.0,1.0,1.0,2.0,0.00016544,0.00016544,0.00016544,2.0,0,unknown
1291,3.0,3.0,0.0229871,0.0005714,3.0,1.0,0.0235585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1292,3.0,3.0,0.126922,0.00056514,3.0,1.0,0.12748714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1293,3.0,3.0,0.108402,0.00036552,3.0,1.0,0.10876752,2.0,1.0,1.0,2.0,0.00016552,0.00016552,0.00016552,2.0,0,unknown
1294,3.0,3.0,0.04076,0.0005217,3.0,1.0,0.0412817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1295,2.0,2.0,1.28724,0.0194394,2.0,1.0,3.920038200000001,2.0,1.0,1.0,6.0,1.15116,1.15116,3.45348,2.0,0,unknown
1296,2.0,2.0,2.10526,2.10526,2.0,1.0,2.10526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1297,2.0,2.0,0.033226,0.0033226,2.0,1.0,0.09967800000000002,5.0,1.0,1.0,1.0,0.00026904,0.00026904,0.00026904,2.0,0,unknown
1298,2.0,2.0,19.5815,0.0652653,2.0,1.0,62.30346689999996,4.0,1.0,1.0,9.0,6.82677,6.82677,20.480309999999992,2.0,0,unknown
1299,1.0,1.0,0.106416,0.106416,1.0,1.0,0.106416,1.0,1.0,1.0,1.0,0.106316,0.106316,0.106316,2.0,0,unknown
1300,1.0,1.0,0.254641,0.254641,1.0,1.0,0.254641,1.0,1.0,1.0,1.0,0.254641,0.254641,0.254641,2.0,0,unknown
1301,1.0,1.0,0.000467,0.000467,1.0,1.0,0.000467,3.0,2.0,2.0,7.0,0.000467,0.000367,0.001768,3.0,0,unknown
1302,1.0,1.0,0.566251,0.566251,1.0,1.0,0.566251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1303,1.0,1.0,0.0019,0.0019,1.0,1.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1304,1.0,1.0,0.00107713,0.00107713,1.0,1.0,0.00107713,1.0,1.0,1.0,1.0,0.00097713,0.00097713,0.00097713,2.0,0,unknown
1305,1.0,1.0,0.388183,0.388183,1.0,1.0,0.388183,1.0,1.0,1.0,1.0,0.388183,0.388183,0.388183,2.0,0,unknown
1306,2.0,2.0,0.05,0.00096552,2.0,1.0,0.05096552,2.0,1.0,1.0,2.0,0.05,0.05,0.05,2.0,0,unknown
1307,2.0,2.0,0.00157432,0.00022689,2.0,1.0,0.00180121,4.0,2.0,2.0,4.0,0.00137432,0.00022689,0.00160121,3.0,0,unknown
1308,2.0,2.0,0.007818,0.00157474,2.0,1.0,0.00939274,2.0,1.0,1.0,2.0,0.007818,0.007818,0.007818,2.0,0,unknown
1309,2.0,2.0,0.0078181,0.0007217,2.0,1.0,0.0085398,2.0,1.0,1.0,2.0,0.0005217,0.0005217,0.0005217,2.0,0,unknown
1310,1.0,10.0,0.002364,0.000224,10.0,1.0,0.002588,4.0,2.0,2.0,4.0,0.002364,0.000224,0.002588,3.0,0,unknown
1311,2.0,2.0,2.55,0.000174,2.0,1.0,2.550174,2.0,1.0,1.0,1.0,0.000172,0.000172,0.000172,2.0,0,unknown
1312,2.0,2.0,0.00157474,0.00023474,2.0,1.0,0.00180948,2.0,1.0,1.0,2.0,0.00137474,0.00137474,0.00137474,2.0,0,unknown
1313,4.0,4.0,0.5,1.726e-05,4.0,1.0,0.5120343599999999,1.0,1.0,1.0,1.0,1.453e-05,1.453e-05,1.453e-05,2.0,0,unknown
1314,12.0,12.0,10.9754,0.0105351,12.0,1.0,12.1088181,4.0,3.0,2.0,3.0,10.9754,0.183509,12.098283000000002,4.0,0,unknown
1315,2.0,2.0,0.255659,0.255659,2.0,1.0,0.255659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1316,2.0,2.0,7.5,0.5,2.0,1.0,8.0,2.0,1.0,1.0,1.0,5.5,5.5,5.5,2.0,0,unknown
1317,3.0,3.0,0.091124,0.0847453,3.0,2.0,0.17586929999999998,1.0,1.0,1.0,1.0,0.0847453,0.0847453,0.0847453,3.0,0,unknown
1318,3.0,3.0,0.22811,0.212142,3.0,2.0,0.44025200000000003,2.0,2.0,2.0,2.0,0.22811,0.212142,0.440252,4.0,0,unknown
1319,2.0,2.0,0.0148687,0.0120484,2.0,1.0,0.0269171,5.0,2.0,2.0,5.0,0.0148687,0.0129141,0.027782799999999996,3.0,0,unknown
1320,2.0,2.0,5.763,5.763,2.0,1.0,5.763,1.0,1.0,1.0,1.0,0.01335,0.01335,0.01335,2.0,0,unknown
1321,2.0,2.0,11.8612,11.8612,2.0,1.0,11.8612,1.0,1.0,1.0,1.0,0.169782,0.169782,0.169782,2.0,0,unknown
1322,2.0,2.0,4.47409,4.47409,2.0,1.0,4.47409,1.0,1.0,1.0,1.0,0.61291,0.61291,0.61291,2.0,0,unknown
1323,2.0,2.0,0.943017,0.943017,2.0,1.0,0.943017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1324,2.0,2.0,3.83214,3.83214,2.0,1.0,3.83214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1325,2.0,2.0,3.88375,3.88375,2.0,1.0,3.88375,2.0,2.0,2.0,2.0,3.88375,0.0156,3.89935,3.0,0,unknown
1326,2.0,2.0,0.412933,0.00082513,2.0,1.0,0.41375812999999995,2.0,1.0,1.0,1.0,0.00025813,0.00025813,0.00025813,2.0,0,unknown
1327,2.0,3.0,0.03121,0.030912,2.0,2.0,0.062122,2.0,2.0,2.0,4.0,0.03121,0.030912,0.124542,4.0,0,unknown
1328,1.0,2.0,0.0483303,0.0208038,1.0,2.0,0.0691341,2.0,2.0,2.0,2.0,0.0483303,0.0208038,0.0691341,4.0,0,unknown
1329,2.0,2.0,0.0649,0.0649,2.0,1.0,0.0649,1.0,1.0,1.0,1.0,0.0649,0.0649,0.0649,2.0,0,unknown
1330,6.0,6.0,1.60367,1.60367,6.0,1.0,1.60367,1.0,1.0,1.0,1.0,1.60367,1.60367,1.60367,2.0,0,unknown
1331,2.0,2.0,0.545683,0.545683,2.0,1.0,0.545683,1.0,1.0,1.0,1.0,0.326908,0.326908,0.326908,2.0,0,unknown
1332,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1333,2.0,2.0,0.278135,0.278135,2.0,1.0,0.278135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1334,2.0,2.0,0.119444,0.119444,2.0,1.0,0.119444,1.0,1.0,1.0,1.0,0.119444,0.119444,0.119444,2.0,0,unknown
1335,2.0,2.0,0.260296,0.260296,2.0,1.0,0.260296,1.0,1.0,1.0,1.0,0.260296,0.260296,0.260296,2.0,0,unknown
1336,2.0,2.0,1.59013,1.59013,2.0,1.0,1.59013,2.0,2.0,2.0,2.0,1.59013,0.187244,1.777374,3.0,0,unknown
1337,2.0,2.0,0.0315487,0.0315487,2.0,1.0,0.0315487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1338,2.0,2.0,0.0100215,0.002,2.0,1.0,0.012021500000000001,2.0,1.0,1.0,2.0,0.0100012,0.0100012,0.0100012,2.0,0,unknown
1339,2.0,2.0,0.0100004,0.001,2.0,1.0,0.0110004,2.0,1.0,1.0,2.0,0.0105322,0.0105322,0.0105322,2.0,0,unknown
1340,2.0,2.0,0.0104302,0.0005,2.0,1.0,0.0121302,3.0,1.0,1.0,3.0,0.0100041,0.0100041,0.0100041,2.0,0,unknown
1341,2.0,2.0,0.0100008,0.001,2.0,1.0,0.026001400000000004,8.0,1.0,1.0,8.0,0.0103028,0.0103028,0.0103028,2.0,0,unknown
1342,2.0,2.0,0.0100052,0.001,2.0,1.0,0.011005200000000001,2.0,1.0,1.0,2.0,0.0107906,0.0107906,0.0107906,2.0,0,unknown
1343,2.0,2.0,0.0100023,0.001,2.0,1.0,0.011002300000000001,2.0,1.0,1.0,2.0,0.0103364,0.0103364,0.0103364,2.0,0,unknown
1344,2.0,2.0,0.0100016,0.001,2.0,1.0,0.0110016,2.0,1.0,1.0,2.0,0.0100069,0.0100069,0.0100069,2.0,0,unknown
1345,2.0,2.0,3.08493,3.08493,2.0,1.0,3.08493,1.0,1.0,1.0,1.0,2.74485,2.74485,2.74485,2.0,0,unknown
1346,2.0,2.0,1.52551,1.52551,2.0,1.0,1.52551,1.0,1.0,1.0,1.0,1.52551,1.52551,1.52551,2.0,0,unknown
1347,2.0,2.0,0.0100305,0.001,2.0,1.0,0.014930499999999998,4.0,1.0,1.0,4.0,0.0100044,0.0100044,0.0100044,2.0,0,unknown
1348,2.0,2.0,0.0101373,0.0006721,2.0,1.0,0.010809399999999999,2.0,1.0,1.0,2.0,0.0100472,0.0100472,0.0100472,2.0,0,unknown
1349,2.0,2.0,0.0100009,0.001,2.0,1.0,0.025001800000000005,7.0,1.0,1.0,7.0,0.0103255,0.0103255,0.010325499999999998,2.0,0,unknown
1350,2.0,2.0,0.0100015,0.001,2.0,1.0,0.0320026,5.0,1.0,1.0,5.0,0.0104334,0.0104334,0.0104334,2.0,0,unknown
1351,2.0,2.0,0.0348299,0.01807,2.0,1.0,0.0528999,3.0,2.0,2.0,3.0,0.0348299,0.0127797,0.0476096,3.0,0,unknown
1352,2.0,4.0,62.5,8.85e-05,3.0,2.0,106.02627349000005,69.0,20.0,15.0,62.0,62.5,5.822e-05,104.44812401999997,22.0,0,unknown
1353,2.0,2.0,1.13376,1.13376,2.0,1.0,1.13376,1.0,1.0,1.0,1.0,0.133687,0.133687,0.133687,2.0,0,unknown
1354,2.0,2.0,0.0100016,0.001,2.0,1.0,0.017001600000000006,8.0,1.0,1.0,8.0,0.0107368,0.0107368,0.010736800000000001,2.0,0,unknown
1355,2.0,2.0,0.0104022,0.002,2.0,1.0,0.016502200000000005,4.0,1.0,1.0,4.0,0.010009,0.010009,0.010009,2.0,0,unknown
1356,2.0,2.0,0.0100318,0.001,2.0,1.0,0.024534700000000007,4.0,1.0,1.0,4.0,0.0100006,0.0100006,0.0100006,2.0,0,unknown
1357,2.0,2.0,0.0102123,0.0005,2.0,1.0,0.022897999999999998,4.0,1.0,1.0,4.0,0.0100406,0.0100406,0.0100406,2.0,0,unknown
1358,14.0,14.0,1.821,1.821,14.0,1.0,1.8210000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1359,2.0,2.0,0.0100002,0.001,2.0,1.0,0.016000200000000006,7.0,1.0,1.0,7.0,0.0100752,0.0100752,0.010075200000000001,2.0,0,unknown
1360,2.0,2.0,0.0106175,0.0003,2.0,1.0,0.012917500000000002,3.0,1.0,1.0,3.0,0.0100183,0.0100183,0.0100183,2.0,0,unknown
1361,2.0,2.0,0.010568,0.0005,2.0,1.0,0.012256999999999999,3.0,1.0,1.0,3.0,0.0100018,0.0100018,0.0100018,2.0,0,unknown
1362,2.0,2.0,0.0102151,0.00073166,2.0,1.0,0.012179229999999997,3.0,1.0,1.0,3.0,0.0100024,0.0100024,0.0100024,2.0,0,unknown
1363,2.0,2.0,0.0100011,0.005,2.0,1.0,0.025001799999999998,3.0,1.0,1.0,3.0,0.0105149,0.0105149,0.0105149,2.0,0,unknown
1364,3.0,3.0,0.023674,0.0100005,3.0,1.0,0.0336745,2.0,1.0,1.0,2.0,0.0152942,0.0152942,0.0152942,2.0,0,unknown
1365,2.0,2.0,0.010247,0.00033059,2.0,1.0,0.01121759,1.0,1.0,1.0,1.0,0.010247,0.010247,0.010247,2.0,0,unknown
1366,2.0,2.0,0.023645,0.010001,2.0,1.0,0.033645999999999995,2.0,1.0,1.0,2.0,0.0101397,0.0101397,0.0101397,2.0,0,unknown
1367,2.0,2.0,0.0100024,0.007,2.0,1.0,0.0170024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1368,2.0,2.0,0.0100041,0.002,2.0,1.0,0.0120041,2.0,1.0,1.0,2.0,0.0104517,0.0104517,0.0104517,2.0,0,unknown
1369,2.0,2.0,0.0100043,0.003,2.0,1.0,0.0130043,2.0,1.0,1.0,2.0,0.010281,0.010281,0.010281,2.0,0,unknown
1370,2.0,2.0,0.0101552,0.00469816,2.0,1.0,0.01485336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1371,2.0,2.0,23.0,0.0115502,2.0,1.0,23.011550200000002,11.0,3.0,3.0,11.0,23.0,0.0114298,23.022980000000008,4.0,0,unknown
1372,2.0,2.0,0.0117549,0.0011,2.0,1.0,0.0128549,2.0,1.0,1.0,2.0,0.0107345,0.0107345,0.0107345,2.0,0,unknown
1373,2.0,2.0,0.5,0.0102252,2.0,1.0,1.3302492000000001,2.0,1.0,1.0,2.0,0.0102252,0.0102252,0.0102252,2.0,0,unknown
1374,2.0,2.0,0.02,0.02,2.0,1.0,0.02,1.0,1.0,1.0,1.0,0.012975,0.012975,0.012975,2.0,0,unknown
1375,2.0,2.0,0.02,0.00144087,2.0,1.0,0.028548500000000004,3.0,1.0,1.0,3.0,0.0100204,0.0100204,0.0100204,2.0,0,unknown
1376,2.0,2.0,1.96793,1.96793,2.0,1.0,1.96793,1.0,1.0,1.0,1.0,0.037,0.037,0.037,2.0,0,unknown
1377,2.0,2.0,0.348331,0.348331,2.0,1.0,0.348331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1378,2.0,2.0,2.47923,2.47923,2.0,1.0,2.47923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1379,2.0,2.0,0.0953263,0.0953263,2.0,1.0,0.0953263,1.0,1.0,1.0,1.0,0.0703535,0.0703535,0.0703535,2.0,0,unknown
1380,2.0,2.0,2.28346,2.28346,2.0,1.0,2.28346,2.0,2.0,2.0,2.0,2.28346,2.23058,4.51404,3.0,0,unknown
1381,2.0,2.0,1.30718,1.30718,2.0,1.0,1.30718,2.0,2.0,2.0,2.0,1.30718,0.178,1.48518,3.0,0,unknown
1382,2.0,2.0,0.5,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.390027,0.390027,0.390027,2.0,0,unknown
1383,2.0,2.0,1.10418,1.10418,2.0,1.0,1.10418,1.0,1.0,1.0,1.0,1.10418,1.10418,1.10418,2.0,0,unknown
1384,2.0,2.0,1.88875,1.88875,2.0,1.0,1.88875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1385,2.0,2.0,0.0354133,0.0354133,2.0,1.0,0.0354133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1386,2.0,2.0,1.74885,1.74885,2.0,1.0,1.74885,1.0,1.0,1.0,1.0,0.411,0.411,0.411,2.0,0,unknown
1387,2.0,2.0,0.0100947,0.006,2.0,1.0,0.0160947,4.0,2.0,2.0,4.0,0.0100947,0.0100313,0.020125999999999998,3.0,0,unknown
1388,3.0,3.0,0.00841932,0.00117473,3.0,1.0,0.01649979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1389,2.0,2.0,0.1,0.1,2.0,1.0,0.1,1.0,1.0,1.0,1.0,0.0301269,0.0301269,0.0301269,2.0,0,unknown
1390,2.0,2.0,0.023645,0.0100013,2.0,1.0,0.0336463,2.0,1.0,1.0,2.0,0.0104,0.0104,0.0104,2.0,0,unknown
1391,2.0,2.0,0.1,0.1,2.0,1.0,0.1,1.0,1.0,1.0,1.0,0.051563,0.051563,0.051563,2.0,0,unknown
1392,2.0,2.0,0.021224,0.010011,2.0,1.0,0.031235000000000002,2.0,1.0,1.0,2.0,0.0160191,0.0160191,0.0160191,2.0,0,unknown
1393,2.0,2.0,0.0100059,0.00048039,2.0,1.0,0.011095289999999997,3.0,1.0,1.0,3.0,0.0101266,0.0101266,0.0101266,2.0,0,unknown
1394,2.0,2.0,0.0100039,0.001,2.0,1.0,0.0110039,2.0,1.0,1.0,2.0,0.0104142,0.0104142,0.0104142,2.0,0,unknown
1395,2.0,2.0,0.0100235,0.00095547,2.0,1.0,0.01197897,3.0,1.0,1.0,3.0,0.0100303,0.0100303,0.0100303,2.0,0,unknown
1396,3.0,3.0,0.0626388,0.0626388,3.0,1.0,0.0626388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1397,2.0,2.0,435.336,435.336,2.0,1.0,435.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1398,2.0,2.0,0.193138,0.193138,2.0,1.0,0.193138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1399,2.0,2.0,0.128597,0.128597,2.0,1.0,0.128597,1.0,1.0,1.0,1.0,0.042434,0.042434,0.042434,2.0,0,unknown
1400,2.0,2.0,193.176,193.176,2.0,1.0,193.176,1.0,1.0,1.0,1.0,127.752,127.752,127.752,2.0,0,unknown
1401,2.0,2.0,304.791,304.791,2.0,1.0,304.791,1.0,1.0,1.0,1.0,304.511,304.511,304.511,2.0,0,unknown
1402,2.0,2.0,0.168602,0.168602,2.0,1.0,0.168602,1.0,1.0,1.0,1.0,0.168602,0.168602,0.168602,2.0,0,unknown
1403,2.0,2.0,0.1,0.1,2.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1404,2.0,2.0,1.6,1.6,2.0,1.0,1.6,1.0,1.0,1.0,1.0,1.49992,1.49992,1.49992,2.0,0,unknown
1405,2.0,2.0,1.06159,1.06159,2.0,1.0,1.06159,1.0,1.0,1.0,1.0,1.06159,1.06159,1.06159,2.0,0,unknown
1406,2.0,2.0,1.07185,1.07185,2.0,1.0,1.07185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1407,2.0,2.0,0.0280757,0.0280757,2.0,1.0,0.0280757,3.0,2.0,2.0,3.0,0.0280757,0.010976,0.039051699999999995,3.0,0,unknown
1408,1.0,1.0,1.50602,1.50602,1.0,1.0,1.50602,3.0,1.0,1.0,3.0,1.50602,1.50602,1.50602,2.0,0,unknown
1409,2.0,2.0,0.750403,0.214307,2.0,1.0,1.516529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1410,2.0,2.0,0.0853521,0.0100913,2.0,1.0,0.126995,7.0,2.0,2.0,7.0,0.11676,0.0100913,0.1268513,3.0,0,unknown
1411,2.0,2.0,0.128736,0.0260584,2.0,1.0,0.1547944,1.0,1.0,1.0,1.0,0.0260584,0.0260584,0.0260584,2.0,0,unknown
1412,2.0,2.0,0.134411,0.108227,2.0,1.0,0.24263800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1413,2.0,2.0,0.0295715,0.0295715,2.0,1.0,0.0295715,1.0,1.0,1.0,1.0,0.0295715,0.0295715,0.0295715,2.0,0,unknown
1414,3.0,3.0,13.6167,13.6167,3.0,1.0,13.6167,1.0,1.0,1.0,1.0,13.6167,13.6167,13.6167,2.0,0,unknown
1415,3.0,3.0,0.252633,0.252633,3.0,1.0,0.252633,1.0,1.0,1.0,1.0,0.252633,0.252633,0.252633,2.0,0,unknown
1416,2.0,2.0,0.194459,0.194459,2.0,1.0,0.194459,1.0,1.0,1.0,1.0,0.192926,0.192926,0.192926,2.0,0,unknown
1417,2.0,2.0,0.0006,0.0006,2.0,1.0,0.0006,1.0,1.0,1.0,1.0,0.00025189,0.00025189,0.00025189,2.0,0,unknown
1418,2.0,2.0,0.0118251,0.002,2.0,1.0,0.01618743,1.0,1.0,1.0,1.0,0.00238595,0.00238595,0.00238595,2.0,0,unknown
1419,2.0,2.0,0.055,0.0104476,2.0,1.0,0.1112401,5.0,2.0,2.0,5.0,0.0167925,0.0100445,0.026836999999999996,3.0,0,unknown
1420,2.0,2.0,0.2344,0.2344,2.0,1.0,0.7031999999999999,1.0,1.0,1.0,3.0,0.00108914,0.00108914,0.00326742,2.0,0,unknown
1421,2.0,2.0,0.45,0.45,2.0,1.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1422,2.0,2.0,0.539122,0.539122,2.0,1.0,0.539122,2.0,2.0,2.0,2.0,0.539122,0.216779,0.7559009999999999,3.0,0,unknown
1423,6.0,6.0,14.491,7.734e-05,6.0,1.0,16.978068340000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1424,2.0,2.0,0.0106085,0.0044,2.0,1.0,0.035339,4.0,1.0,1.0,4.0,0.0100016,0.0100016,0.0100016,2.0,0,unknown
1425,2.0,2.0,0.174885,0.0127378,2.0,1.0,0.3164258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1426,4.0,4.0,17.2635,6.81331,4.0,1.0,24.076810000000002,54.0,3.0,1.0,50.0,17.2635,6.81331,37.564109999999985,4.0,0,unknown
1427,2.0,2.0,0.643368,0.342882,2.0,1.0,0.9862500000000001,2.0,1.0,1.0,2.0,0.976024,0.976024,0.976024,2.0,0,unknown
1428,2.0,2.0,0.0964255,0.0857044,2.0,1.0,0.1821299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1429,2.0,2.0,0.0221777,0.0101607,2.0,1.0,0.0323384,2.0,1.0,1.0,2.0,0.0104816,0.0104816,0.0104816,2.0,0,unknown
1430,5.0,5.0,0.31339,0.31339,5.0,1.0,0.31339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1431,3.0,3.0,0.013518,0.013518,3.0,1.0,0.013518000000000002,2.0,1.0,1.0,2.0,0.013518,0.013518,0.013518,2.0,0,unknown
1432,1.0,3.0,0.0330969,0.00937302,3.0,2.0,0.042469919999999994,3.0,3.0,2.0,2.0,0.0330969,0.00927302,0.07536683999999999,5.0,0,unknown
1433,2.0,2.0,0.5479,0.5479,2.0,1.0,0.5479,2.0,2.0,2.0,2.0,0.5479,0.514703,1.0626030000000002,3.0,0,unknown
1434,3.0,3.0,327.022,327.022,3.0,1.0,327.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1435,1.0,1.0,0.0879756,0.0879756,1.0,1.0,0.0879756,2.0,2.0,2.0,2.0,0.0879756,0.0878756,0.17585119999999999,3.0,0,unknown
1436,2.0,2.0,450.182,450.182,2.0,1.0,450.182,1.0,1.0,1.0,1.0,450.094,450.094,450.094,2.0,0,unknown
1437,2.0,2.0,0.1,0.1,2.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1438,2.0,2.0,0.205708,0.205708,2.0,1.0,0.205708,1.0,1.0,1.0,1.0,0.127283,0.127283,0.127283,2.0,0,unknown
1439,2.0,2.0,0.107246,0.107246,2.0,1.0,0.107246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1440,2.0,2.0,29.7516,29.7516,2.0,1.0,29.7516,2.0,2.0,2.0,2.0,29.7516,29.6039,59.3555,3.0,0,unknown
1441,2.0,2.0,0.330702,0.330702,2.0,1.0,0.330702,2.0,1.0,1.0,2.0,0.330702,0.330702,0.330702,2.0,0,unknown
1442,2.0,2.0,2.07118,2.07118,2.0,1.0,2.07118,1.0,1.0,1.0,1.0,2.07118,2.07118,2.07118,2.0,0,unknown
1443,2.0,2.0,0.257385,0.257385,2.0,1.0,0.257385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1444,2.0,2.0,77.4759,77.4759,2.0,1.0,77.4759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1445,2.0,2.0,0.13517,0.13517,2.0,1.0,0.13517,1.0,1.0,1.0,1.0,0.0717625,0.0717625,0.0717625,2.0,0,unknown
1446,2.0,2.0,0.204819,0.204819,2.0,1.0,0.204819,1.0,1.0,1.0,1.0,0.0774358,0.0774358,0.0774358,2.0,0,unknown
1447,2.0,2.0,0.0101433,0.00182567,2.0,1.0,0.011968969999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1448,2.0,2.0,0.0163958,0.0163958,2.0,1.0,0.0163958,1.0,1.0,1.0,1.0,0.0150449,0.0150449,0.0150449,2.0,0,unknown
1449,2.0,2.0,5.50747,5.50747,2.0,1.0,5.50747,1.0,1.0,1.0,1.0,5.45739,5.45739,5.45739,2.0,0,unknown
1450,2.0,2.0,66.1845,66.1845,2.0,1.0,66.1845,1.0,1.0,1.0,1.0,66.1312,66.1312,66.1312,2.0,0,unknown
1451,2.0,2.0,9.30894,9.30894,2.0,1.0,9.30894,1.0,1.0,1.0,1.0,4.93074,4.93074,4.93074,2.0,0,unknown
1452,1.0,1.0,0.302748,0.302748,1.0,1.0,0.302748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1453,1.0,1.0,0.0260113,0.0260113,1.0,1.0,0.0260113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1454,2.0,2.0,0.0271362,0.00057424,2.0,1.0,0.04959429,5.0,2.0,2.0,5.0,0.0498015,0.00037424,0.050175739999999996,3.0,0,unknown
1455,2.0,2.0,0.0502988,0.02374,2.0,1.0,0.10425680000000001,3.0,1.0,1.0,3.0,0.00418499,0.00418499,0.00418499,2.0,0,unknown
1456,2.0,2.0,0.00083898,0.00019759,2.0,1.0,0.00133657,3.0,1.0,1.0,3.0,0.00013381,0.00013381,0.00013381,2.0,0,unknown
1457,2.0,2.0,0.019,0.019,2.0,1.0,0.057,1.0,1.0,1.0,3.0,0.0135,0.0135,0.0405,2.0,0,unknown
1458,2.0,2.0,0.00099531,0.0001,2.0,1.0,0.0021877900000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1459,3.0,3.0,0.342544,0.342309,3.0,1.0,0.6848529999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1460,2.0,4.0,1.75928,0.162428,2.0,1.0,3.4610740000000004,5.0,1.0,1.0,1.0,0.558339,0.279169,1.1166770000000001,2.0,0,unknown
1461,4.0,4.0,0.999011,0.999011,4.0,1.0,0.999011,1.0,1.0,1.0,1.0,0.998209,0.998209,0.998209,2.0,0,unknown
1462,4.0,4.0,3.5608,3.5608,4.0,1.0,3.5608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1463,4.0,4.0,4.63101,4.63101,4.0,1.0,4.63101,1.0,1.0,1.0,1.0,4.63028,4.63028,4.63028,2.0,0,unknown
1464,4.0,4.0,0.0124268,0.0124268,4.0,1.0,0.0124268,1.0,1.0,1.0,1.0,0.0124268,0.0124268,0.0124268,2.0,0,unknown
1465,2.0,2.0,0.2,0.0376711,2.0,1.0,0.37662119999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1466,2.0,2.0,0.00057474,5.93e-05,2.0,1.0,0.00070203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1467,2.0,3.0,2.99473,2.99473,3.0,1.0,2.99473,1.0,1.0,1.0,1.0,2.92456,0.0629051,2.9874651,2.0,0,unknown
1468,2.0,3.0,0.11,0.11,3.0,1.0,0.11,1.0,1.0,1.0,1.0,0.101303,0.00326494,0.10456794,2.0,0,unknown
