user,unique_sent_user,unique_sent,max_sent,min_sent,unique_sent_adr,unique_sent_tx,total_sent,unique_rec,unique_rec_tx,unique_rec_user,unique_rec_adr,max_rec,min_rec,total_rec,num_tx,is_miner,category
0,4.0,6.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,25.1574,25.0483,75.2632,0.0,1,unknown
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,25.5824,25.5824,25.5824,0.0,1,unknown
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,25.2892,25.2892,25.2892,0.0,1,unknown
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,25.0802,25.0802,25.0802,0.0,1,unknown
5,2.0,4.0,0.26341,0.00091358,3.0,2.0,0.5149680499999999,8.0,2.0,1.0,1.0,0.181035,0.0332752,0.25968,4.0,0,unknown
6,2.0,2.0,0.269541,0.00015199,2.0,1.0,0.4704505299999999,30.0,1.0,1.0,26.0,0.039451,0.039451,0.039451,2.0,0,unknown
7,2.0,2.0,0.5674,0.0387,2.0,1.0,1.0792000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
8,2.0,2.0,0.024766,0.0100272,2.0,1.0,0.08163250000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
9,2.0,2.0,2.80382,0.209184,2.0,1.0,7.420964000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
10,10.0,10.0,1.3,0.11518,10.0,1.0,1.623653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
11,1.0,2.0,0.00148239,0.00106295,2.0,1.0,0.00254534,2.0,1.0,1.0,2.0,0.00148239,0.00106295,0.00254534,2.0,0,unknown
12,1.0,2.0,0.00158993,0.00105541,2.0,1.0,0.00264534,2.0,1.0,1.0,2.0,0.00158993,0.00105541,0.00264534,2.0,0,unknown
13,1.0,2.0,0.00173261,0.00101273,2.0,1.0,0.00274534,2.0,1.0,1.0,2.0,0.00173261,0.00101273,0.00274534,2.0,0,unknown
14,1.0,2.0,0.00162687,0.00121847,2.0,1.0,0.00284534,6.0,1.0,1.0,6.0,0.00162687,0.00121847,0.00284534,2.0,0,unknown
15,1.0,2.0,0.00244345,0.0001,2.0,1.0,0.0030453399999999997,26.0,3.0,2.0,25.0,0.00244345,0.0001,0.0030453399999999997,4.0,0,unknown
16,2.0,2.0,0.105,0.105,2.0,1.0,0.105,8.0,1.0,1.0,8.0,0.105,0.105,0.105,2.0,0,unknown
17,2.0,2.0,0.129,0.129,2.0,1.0,0.129,8.0,1.0,1.0,8.0,0.129,0.129,0.129,2.0,0,unknown
18,94.0,223.0,0.59343,0.00687787,223.0,16.0,14.494728649999972,361.0,55.0,42.0,336.0,0.59343,0.0003,11.504087800000102,71.0,0,unknown
19,2.0,2.0,0.078,0.078,2.0,1.0,0.078,1.0,1.0,1.0,1.0,0.078,0.078,0.078,2.0,0,unknown
20,2.0,2.0,0.1211,0.1211,2.0,1.0,0.1211,16.0,1.0,1.0,16.0,0.1211,0.1211,0.1211,2.0,0,unknown
21,1.0,2.0,0.1482,0.1482,2.0,1.0,0.1482,16.0,1.0,1.0,16.0,0.1482,0.1482,0.14820000000000005,2.0,0,unknown
22,2.0,2.0,0.00403673,0.00243994,2.0,1.0,0.006476669999999999,2.0,1.0,1.0,2.0,0.00403673,0.00243994,0.006476669999999999,2.0,0,unknown
23,1.0,2.0,0.00351488,0.00306179,2.0,1.0,0.006576670000000001,2.0,1.0,1.0,2.0,0.00351488,0.00306179,0.00657667,2.0,0,unknown
24,1.0,2.0,0.00492956,0.00174711,2.0,1.0,0.006676670000000001,2.0,1.0,1.0,2.0,0.00492956,0.00174711,0.006676670000000001,2.0,0,unknown
25,1.0,2.0,0.00352503,0.00325164,2.0,1.0,0.00677667,2.0,1.0,1.0,2.0,0.00352503,0.00325164,0.00677667,2.0,0,unknown
26,1.0,2.0,0.00360411,0.00327256,2.0,1.0,0.00687667,2.0,1.0,1.0,2.0,0.00360411,0.00327256,0.00687667,2.0,0,unknown
27,1.0,2.0,0.004986,0.00199067,2.0,1.0,0.00697667,2.0,1.0,1.0,2.0,0.004986,0.00199067,0.006976670000000001,2.0,0,unknown
28,1.0,2.0,0.00480484,0.00227183,2.0,1.0,0.00707667,2.0,1.0,1.0,2.0,0.00480484,0.00227183,0.00707667,2.0,0,unknown
29,1.0,2.0,0.00491825,0.00225842,2.0,1.0,0.0071766700000000004,2.0,1.0,1.0,2.0,0.00491825,0.00225842,0.00717667,2.0,0,unknown
30,1.0,2.0,0.00464529,0.00263138,2.0,1.0,0.007276669999999999,6.0,1.0,1.0,6.0,0.00464529,0.00263138,0.007276670000000001,2.0,0,unknown
31,1.0,2.0,0.00471907,0.0001,2.0,1.0,0.007476669999999999,72.0,3.0,2.0,66.0,0.00471907,0.0001,0.007476669999999971,4.0,0,unknown
32,2.0,2.0,0.0334,0.0334,2.0,1.0,0.0334,2.0,1.0,1.0,1.0,0.0334,0.0334,0.0334,2.0,0,unknown
33,2.0,2.0,0.0459191,0.00531056,2.0,1.0,0.05122966,19.0,1.0,1.0,19.0,0.0459191,0.0459191,0.04591910000000001,2.0,0,unknown
34,1.0,2.0,0.022,0.022,2.0,1.0,0.022,1.0,1.0,1.0,1.0,0.022,0.022,0.022,2.0,0,unknown
35,1.0,2.0,0.0458802,0.0458802,2.0,1.0,0.0458802,1.0,1.0,1.0,1.0,0.0458802,0.0458802,0.0458802,2.0,0,unknown
36,2.0,2.0,0.0239,0.0239,2.0,1.0,0.0239,1.0,1.0,1.0,1.0,0.0239,0.0239,0.0239,2.0,0,unknown
37,2.0,2.0,0.048,0.048,2.0,1.0,0.048,1.0,1.0,1.0,1.0,0.048,0.048,0.048,2.0,0,unknown
38,2.0,2.0,0.072,0.072,2.0,1.0,0.072,2.0,1.0,1.0,1.0,0.072,0.072,0.072,2.0,0,unknown
39,2.0,2.0,0.11098,0.11098,2.0,1.0,0.11098,2.0,1.0,1.0,1.0,0.11098,0.11098,0.11098,2.0,0,unknown
40,2.0,2.0,0.1772,0.00588017,2.0,1.0,0.18308017000000001,19.0,1.0,1.0,19.0,0.1772,0.1772,0.1772,2.0,0,unknown
41,2.0,2.0,0.158,0.158,2.0,1.0,0.158,28.0,1.0,1.0,28.0,0.158,0.158,0.158,2.0,0,unknown
42,3.0,16.0,0.11933,0.00780674,16.0,1.0,1.1821231999999955,25.0,1.0,1.0,20.0,0.11933,0.04547,0.23440000000000022,2.0,0,unknown
43,1.0,1.0,0.2363,0.0515432,1.0,1.0,0.6583594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
44,4.0,3.0,0.0002323,5.43e-05,4.0,1.0,0.0005681666666666665,3.0,1.0,1.0,1.0,0.0001086,7.8e-05,0.0001866,2.0,0,unknown
45,2.0,2.0,0.0149,0.00742458,2.0,1.0,0.02232458,25.0,1.0,1.0,20.0,0.00742458,0.00742458,0.007424579999999998,2.0,0,unknown
46,2.0,2.0,0.0211,0.0211,2.0,1.0,0.0211,1.0,1.0,1.0,1.0,0.0211,0.0211,0.0211,2.0,0,unknown
47,2.0,2.0,0.0822,0.0822,2.0,1.0,0.0822,1.0,1.0,1.0,1.0,0.0822,0.0822,0.0822,2.0,0,unknown
48,2.0,2.0,0.156,0.156,2.0,1.0,0.156,25.0,1.0,1.0,20.0,0.156,0.156,0.15599999999999994,2.0,0,unknown
49,2.0,2.0,9.92e-05,5.43e-05,2.0,1.0,0.00026210000000000003,8.0,2.0,2.0,2.0,0.0001074,5.43e-05,0.00016169999999999997,3.0,0,unknown
50,4.0,10.0,0.7,0.0229,6.0,6.0,3.3898783999999997,16.0,7.0,2.0,2.0,0.329432,0.0697,1.2159779999999998,13.0,0,unknown
51,2.0,2.0,2.36,0.0743782,2.0,1.0,6.034378199999999,4.0,1.0,1.0,4.0,0.118278,0.118278,0.118278,2.0,0,unknown
52,2.0,2.0,0.0100127,0.00089412,2.0,1.0,0.02471476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
53,4.0,26.0,0.0196389,0.00198981,4.0,13.0,0.2180453500000001,28.0,16.0,3.0,9.0,0.0196389,0.00273746,0.19716006999999997,29.0,0,unknown
54,1.0,2.0,0.0144675,0.0123963,2.0,1.0,0.0407167,3.0,1.0,1.0,1.0,0.0240784,0.0165383,0.0406167,2.0,0,unknown
55,1.0,2.0,0.0124897,0.0001164,2.0,1.0,0.031534259999999995,12.0,1.0,1.0,1.0,0.0165443,0.01469,0.031234299999999996,2.0,0,unknown
56,1.0,1.0,0.00469532,0.0001,1.0,1.0,0.009913400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
57,2.0,2.0,1.93151,0.0102159,2.0,1.0,3.8101259000000005,4.0,1.0,1.0,4.0,0.01,0.01,0.01,2.0,0,unknown
58,2.0,2.0,0.4,0.282087,2.0,1.0,1.0101,3.0,1.0,1.0,3.0,0.0100003,0.0100003,0.0100003,2.0,0,unknown
59,2.0,2.0,1.0,0.0142,2.0,1.0,1.2232420000000002,3.0,1.0,1.0,3.0,0.0231416,0.0231416,0.0231416,2.0,0,unknown
60,2.0,2.0,1.0,0.0101,2.0,1.0,1.8100999999999998,3.0,1.0,1.0,3.0,0.01,0.01,0.01,2.0,0,unknown
61,2.0,2.0,0.600099,0.0100865,2.0,1.0,0.6255674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
62,3.0,4.0,0.0687474,0.0458316,4.0,2.0,0.2565943,5.0,2.0,1.0,4.0,0.0462324,0.0216557,0.0678881,4.0,0,unknown
63,1.0,1.0,1.1,0.5,1.0,1.0,2.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
64,1.0,1.0,4.9659,1.22249,1.0,1.0,7.675560000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
65,9.0,16.0,1.6915,0.00073187,9.0,8.0,4.402773950000003,56.0,24.0,12.0,23.0,1.0,0.003,3.4170084,32.0,0,unknown
66,2.0,2.0,0.0201516,0.00069556,2.0,1.0,0.021578889999999996,4.0,2.0,2.0,4.0,0.0182304,0.0114633,0.0296937,3.0,0,unknown
67,2.0,2.0,0.00018172,0.00018172,2.0,1.0,0.00018172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
68,2.0,2.0,0.573,0.573,2.0,1.0,0.573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
69,4.0,4.0,0.0854475,0.0001,4.0,2.0,0.11456773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
70,2.0,2.0,0.0905215,0.0905215,2.0,1.0,0.0905215,6.0,3.0,3.0,6.0,0.212907,0.00179718,0.22517408,4.0,0,unknown
71,1.0,2.0,0.0233486,0.0140006,2.0,1.0,0.0373492,2.0,1.0,1.0,1.0,0.0354392,0.00181005,0.03724925,2.0,0,unknown
72,2.0,2.0,0.0190252,0.0190252,2.0,1.0,0.0190252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
73,2.0,2.0,0.140173,0.140173,2.0,1.0,0.140173,1.0,1.0,1.0,1.0,0.0354585,0.0354585,0.0354585,2.0,0,unknown
74,1.0,2.0,0.064,0.0238755,2.0,1.0,0.0878755,3.0,2.0,2.0,2.0,0.0663895,0.021386,0.1517755,3.0,0,unknown
75,1.0,4.0,0.0579037,0.00090114,3.0,2.0,0.06243106,3.0,2.0,1.0,1.0,0.0550786,0.00010085,0.062231039999999994,4.0,0,unknown
76,2.0,2.0,0.0327338,0.0088,2.0,1.0,0.0415338,2.0,1.0,1.0,1.0,0.0314338,0.0314338,0.0314338,2.0,0,unknown
77,2.0,2.0,0.0090564,0.0090564,2.0,1.0,0.0090564,1.0,1.0,1.0,1.0,0.0041046,0.0041046,0.0041046,2.0,0,unknown
78,2.0,2.0,0.0707974,0.0701521,2.0,1.0,0.1409495,2.0,1.0,1.0,1.0,0.0658495,0.0658495,0.0658495,2.0,0,unknown
79,83.0,93.0,59.97,0.0024,90.0,19.0,2902.127712960009,19.0,8.0,1.0,48.0,1.75042,8e-05,7.451506980000009,27.0,0,unknown
80,2.0,2.0,0.0169914,0.0001092,2.0,1.0,0.017100599999999997,2.0,1.0,1.0,2.0,0.01,0.01,0.01,2.0,0,unknown
81,2.0,2.0,0.538928,0.001883,2.0,1.0,1.5130492299999998,13.0,1.0,1.0,1.0,0.00264996,0.00264996,0.0026499599999999994,2.0,0,unknown
82,2.0,4.0,0.0310817,0.0309561,2.0,2.0,0.062037800000000004,2.0,2.0,1.0,1.0,0.0309561,0.0308305,0.0617866,4.0,0,unknown
83,1.0,1.0,0.222718,0.0009,1.0,1.0,0.22792791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
84,2.0,2.0,0.0315,0.0315,2.0,1.0,0.0315,1.0,1.0,1.0,1.0,0.02654,0.02654,0.02654,2.0,0,unknown
85,2.0,2.0,0.032768,0.032768,2.0,1.0,0.032768,1.0,1.0,1.0,1.0,0.027808,0.027808,0.027808,2.0,0,unknown
86,2.0,2.0,0.138375,0.138375,2.0,1.0,0.138375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
87,2.0,2.0,0.019903,0.019903,2.0,1.0,0.019903,1.0,1.0,1.0,1.0,0.001843,0.001843,0.001843,2.0,0,unknown
88,2.0,2.0,0.042262,0.042262,2.0,1.0,0.042262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
89,2.0,2.0,0.010373,0.010373,2.0,1.0,0.010373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
90,2.0,3.0,0.43,0.000568,3.0,2.0,0.43384785000000003,3.0,2.0,2.0,2.0,0.43,0.00327985,0.86046785,4.0,0,unknown
91,2.0,2.0,0.0174364,0.0161,2.0,1.0,0.0335364,2.0,1.0,1.0,2.0,0.00805,0.00805,0.00805,2.0,0,unknown
92,2.0,2.0,0.1269,0.0162,2.0,1.0,0.1431,1.0,1.0,1.0,1.0,0.0162,0.0162,0.0162,2.0,0,unknown
93,2.0,2.0,0.0601926,0.0135128,2.0,1.0,0.0737054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
94,2.0,2.0,0.036365,0.028665,2.0,1.0,0.06503,5.0,1.0,1.0,3.0,0.062889,0.062889,0.062889,2.0,0,unknown
95,2.0,2.0,0.0835219,0.0103716,2.0,1.0,0.09389349999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
96,1.0,4.0,0.00477498,0.00056006,3.0,2.0,0.008370079999999998,3.0,2.0,1.0,1.0,0.00303504,0.00073504,0.00817008,4.0,0,unknown
97,2.0,2.0,0.9902,0.00127352,2.0,1.0,0.99147352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
98,2.0,4.0,49.999,0.00012809,2.0,4.0,98.35040631999998,74.0,30.0,28.0,67.0,60.7823,8.683e-05,123.72341945000011,34.0,0,unknown
99,2.0,2.0,0.039,0.00040172,2.0,1.0,0.039401719999999994,2.0,1.0,1.0,1.0,0.00032903,0.00032903,0.00032903,2.0,0,unknown
100,2.0,2.0,0.0039,0.0024,2.0,1.0,0.006299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
101,2.0,2.0,0.2951,0.0519,2.0,1.0,0.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
102,2.0,2.0,1.11365,0.0189482,2.0,1.0,1.1325982,2.0,1.0,1.0,2.0,0.850748,0.850748,0.850748,2.0,0,unknown
103,2.0,2.0,0.4739,0.05,2.0,1.0,0.5239,2.0,1.0,1.0,2.0,0.2733,0.2733,0.2733,2.0,0,unknown
104,2.0,2.0,0.044469,0.00456335,2.0,1.0,0.049032349999999995,2.0,1.0,1.0,2.0,0.0440324,0.0440324,0.0440324,2.0,0,unknown
105,2.0,2.0,0.1402,0.1402,2.0,1.0,0.1402,3.0,3.0,3.0,7.0,0.1402,0.00082173,0.44316519000000004,4.0,0,unknown
106,2.0,2.0,0.2808,0.2808,2.0,1.0,0.8423999999999999,1.0,1.0,1.0,3.0,0.1405,0.1405,0.42150000000000004,2.0,0,unknown
107,2.0,2.0,0.0532,0.01,2.0,1.0,0.06319999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
108,2.0,2.0,0.02357,0.00096287,2.0,1.0,0.02453287,2.0,1.0,1.0,1.0,0.00079392,0.00079392,0.00079392,2.0,0,unknown
109,2.0,2.0,0.5,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0436934,0.0436934,0.0436934,2.0,0,unknown
110,2.0,2.0,2.0,0.329334,2.0,1.0,2.3293340000000002,2.0,1.0,1.0,2.0,0.329234,0.329234,0.329234,2.0,0,unknown
111,7.0,5.0,0.0002323,5.43e-05,7.0,2.0,0.0009422666666666666,10.0,4.0,3.0,6.0,0.0002323,5.43e-05,0.0004969,6.0,0,unknown
112,2.0,2.0,0.0351857,0.0351857,2.0,1.0,0.0351857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
113,2.0,2.0,0.0171267,0.0171267,2.0,1.0,0.0171267,1.0,1.0,1.0,1.0,0.0120642,0.0120642,0.0120642,2.0,0,unknown
114,2.0,2.0,0.45863,0.45863,2.0,1.0,0.45863,1.0,1.0,1.0,1.0,0.00022037,0.00022037,0.00022037,2.0,0,unknown
115,2.0,2.0,0.05715,0.05715,2.0,1.0,0.05715,1.0,1.0,1.0,1.0,0.0540875,0.0540875,0.0540875,2.0,0,unknown
116,2.0,2.0,0.0308375,0.0308375,2.0,1.0,0.0308375,1.0,1.0,1.0,1.0,0.025775,0.025775,0.025775,2.0,0,unknown
117,2.0,2.0,0.0707607,0.0707607,2.0,1.0,0.0707607,1.0,1.0,1.0,1.0,0.0676982,0.0676982,0.0676982,2.0,0,unknown
118,2.0,2.0,0.321213,0.321213,2.0,1.0,0.321213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
119,2.0,2.0,2.4551,2.4551,2.0,1.0,2.4551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
120,3.0,3.0,0.0372,0.00117481,3.0,1.0,0.07732367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
121,1.0,1.0,0.00015242,0.00010566,1.0,1.0,0.00025808,2.0,1.0,1.0,1.0,0.00015808,0.00015808,0.00015808,2.0,0,unknown
122,1.0,1.0,0.925925,0.00028978,1.0,1.0,0.92621478,2.0,1.0,1.0,1.0,0.926115,0.926115,0.926115,2.0,0,unknown
123,1.0,1.0,4.76953,1.05309,1.0,1.0,5.82262,2.0,1.0,1.0,2.0,5.82252,5.82252,5.82252,2.0,0,unknown
124,1.0,1.0,0.4722,0.1923,1.0,1.0,0.6645,2.0,1.0,1.0,2.0,0.6644,0.6644,0.6644,2.0,0,unknown
125,1.0,1.0,0.001,0.00010073,1.0,1.0,0.00110073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
126,2.0,2.0,0.37505,0.00010073,2.0,2.0,0.42525146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
127,1.0,1.0,0.0615897,0.002278,1.0,1.0,0.501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
128,2.0,2.0,0.0234363,0.0234363,2.0,1.0,0.0234363,1.0,1.0,1.0,1.0,0.0101826,0.0101826,0.0101826,2.0,0,unknown
129,2.0,2.0,0.0103799,0.0103799,2.0,1.0,0.0103799,1.0,1.0,1.0,1.0,0.0100019,0.0100019,0.0100019,2.0,0,unknown
130,2.0,2.0,2.32575,2.32575,2.0,1.0,2.32575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
131,2.0,2.0,0.3,0.3,2.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
132,2.0,2.0,0.0345637,0.0121072,2.0,1.0,0.0466709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
133,2.0,2.0,0.025,0.0100682,2.0,1.0,0.06037540000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
134,2.0,2.0,0.10124,3.519e-05,2.0,1.0,0.10142776,3.0,1.0,1.0,3.0,0.09126,0.09126,0.09126,2.0,0,unknown
135,2.0,2.0,22.5719,1.02667,2.0,1.0,23.598570000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
136,2.0,2.0,0.0136613,0.00015,2.0,1.0,0.01617413,3.0,1.0,1.0,3.0,0.0100063,0.0100063,0.0100063,2.0,0,unknown
137,2.0,2.0,0.189272,0.189272,2.0,1.0,0.189272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
138,2.0,2.0,0.0718541,0.0718541,2.0,1.0,0.0718541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
139,2.0,2.0,0.0519166,0.0103745,2.0,1.0,0.1003532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
140,2.0,2.0,0.0685765,0.0685765,2.0,1.0,0.0685765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
141,2.0,2.0,0.341647,0.341647,2.0,1.0,0.341647,1.0,1.0,1.0,1.0,0.330078,0.330078,0.330078,2.0,0,unknown
142,1.0,1.0,1.4939,0.00015016,1.0,1.0,2.16637714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
143,2.0,2.0,0.002375,0.0003,2.0,1.0,0.00393734,3.0,1.0,1.0,3.0,0.00149891,0.00149891,0.00149891,2.0,0,unknown
144,7.0,7.0,1.23,3.6e-05,7.0,1.0,1.2864982500000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
145,1.0,1.0,3.02877,1.402e-05,1.0,1.0,4.533573060000003,4.0,3.0,3.0,8.0,0.0002068,1.156e-05,0.00120256,4.0,0,unknown
146,4.0,4.0,12.6798,12.6798,4.0,1.0,12.6798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
147,2.0,2.0,0.72001,0.0100922,2.0,1.0,3.3194956000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
148,2.0,2.0,0.0151167,0.00137453,2.0,1.0,0.030166329999999998,3.0,1.0,1.0,2.0,0.00117453,0.00117453,0.00117453,2.0,0,unknown
149,4.0,7.0,0.857382,0.785953,5.0,2.0,1.643335,2.0,2.0,1.0,1.0,0.785953,0.223777,1.4623500000000003,4.0,0,unknown
150,6.0,6.0,0.01624,0.002365,6.0,2.0,0.021721499999999994,2.0,1.0,1.0,2.0,0.00213703,0.00213703,0.00213703,3.0,0,unknown
151,3.0,3.0,0.002032,0.00032493,3.0,1.0,0.0032569299999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
152,2.0,2.0,0.0031,5.999e-05,2.0,1.0,0.011174399999999998,9.0,2.0,2.0,9.0,0.0007744,0.00064001,0.0014144099999999998,3.0,0,unknown
153,2.0,2.0,0.387203,0.00088261,2.0,1.0,0.38896861,3.0,1.0,1.0,2.0,0.378477,0.378477,0.37847699999999995,2.0,0,unknown
154,2.0,3.0,0.2057,0.2057,2.0,1.0,0.2057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
155,3.0,3.0,0.2031,0.2031,3.0,1.0,0.2031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
156,2.0,2.0,0.010062,0.0002,2.0,1.0,0.013363579999999998,3.0,1.0,1.0,3.0,0.0100036,0.0100036,0.0100036,2.0,0,unknown
157,2.0,2.0,0.00077453,5.4e-05,2.0,1.0,0.0008945300000000002,3.0,1.0,1.0,3.0,0.00057453,0.00057453,0.00057453,2.0,0,unknown
158,2.0,2.0,0.116802,0.116802,2.0,1.0,0.116802,1.0,1.0,1.0,1.0,0.111802,0.111802,0.111802,2.0,0,unknown
159,1.0,2.0,0.207943,0.207943,2.0,1.0,0.207943,1.0,1.0,1.0,1.0,0.129976,0.0778662,0.2078422,2.0,0,unknown
160,2.0,2.0,0.141653,0.141653,2.0,1.0,0.141653,1.0,1.0,1.0,1.0,0.14,0.14,0.14,2.0,0,unknown
161,2.0,2.0,0.08,0.08,2.0,1.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
162,1.0,2.0,0.045227,0.045227,2.0,1.0,0.045227,1.0,1.0,1.0,1.0,0.0331066,0.0120203,0.0451269,2.0,0,unknown
163,1.0,1.0,0.0212751,0.0212751,1.0,1.0,0.0212751,1.0,1.0,1.0,1.0,0.0212751,0.0212751,0.0212751,2.0,0,unknown
164,2.0,2.0,0.187301,0.187301,2.0,1.0,0.187301,1.0,1.0,1.0,1.0,0.165925,0.165925,0.165925,2.0,0,unknown
165,2.0,2.0,2.50419,2.50419,2.0,1.0,2.50419,1.0,1.0,1.0,1.0,0.744862,0.744862,0.744862,2.0,0,unknown
166,2.0,6.0,1.62943,0.010569,4.0,3.0,7.465844100000001,20.0,3.0,1.0,1.0,5.27,0.00121429,7.461321289999992,6.0,0,unknown
167,2.0,2.0,0.118069,0.118069,2.0,1.0,0.118069,1.0,1.0,1.0,1.0,0.118069,0.118069,0.118069,2.0,0,unknown
168,2.0,2.0,0.261112,0.261112,2.0,1.0,0.261112,1.0,1.0,1.0,1.0,0.142943,0.142943,0.142943,2.0,0,unknown
169,2.0,2.0,1.00553,1.00553,2.0,1.0,1.00553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
170,2.0,2.0,51.64,51.64,2.0,1.0,51.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
171,2.0,2.0,0.388028,0.388028,2.0,1.0,0.388028,1.0,1.0,1.0,1.0,0.377297,0.377297,0.377297,2.0,0,unknown
172,5.0,16.0,0.4,0.0643,9.0,8.0,1.9122,8.0,8.0,1.0,1.0,0.3249,0.0125,1.7764,16.0,0,unknown
173,1.0,1.0,0.01,0.01,1.0,1.0,0.01,1.0,1.0,1.0,1.0,0.01,0.01,0.01,2.0,0,unknown
174,2.0,2.0,0.137988,0.137988,2.0,1.0,0.137988,1.0,1.0,1.0,1.0,0.127888,0.127888,0.127888,2.0,0,unknown
175,4.0,27.0,0.972936,0.0168015,11.0,9.0,3.990395499999998,9.0,9.0,1.0,1.0,0.921982,0.00033472,3.289536070000001,18.0,0,unknown
176,2.0,2.0,0.282253,0.282253,2.0,1.0,0.282253,1.0,1.0,1.0,1.0,0.239797,0.239797,0.239797,2.0,0,unknown
177,3.0,4.0,0.290994,0.290256,3.0,2.0,0.58125,2.0,2.0,1.0,1.0,0.290256,0.287602,0.577858,4.0,0,unknown
178,1.0,2.0,0.168471,0.168471,2.0,1.0,0.168471,1.0,1.0,1.0,1.0,0.142382,0.0259888,0.16837080000000001,2.0,0,unknown
179,1.0,2.0,2.28656,2.28656,2.0,1.0,2.28656,1.0,1.0,1.0,1.0,1.89111,0.395343,2.286453,2.0,0,unknown
180,2.0,2.0,0.736766,0.736766,2.0,1.0,0.736766,1.0,1.0,1.0,1.0,0.680666,0.680666,0.680666,2.0,0,unknown
